Actor,Soma de Facebook_likes,id_title
Joan Rivers,1000,2080
Joanna Cassidy,317,4848
JoAnna Garcia Swisher,983,2638
Joanna 'JoJo' Levesque,826,2957
Joanna Kulig,88,4171
Joanna Lumley,973,1468
Joanna Lumley,973,1643
Joanne Samuel,28,4896
Joanne Whalley,507,2271
Joanne Whalley,507,3538
Joanne Whalley,507,4757
Joaquim de Almeida,578,1226
Joaquim de Almeida,578,2469
Joaquim de Almeida,578,3787
Joaquín Cosio,122,3856
JoBeth Williams,296,1184
Jodi Benson,570,465
Jodi Lyn O'Keefe,897,1445
Jodi Lyn O'Keefe,897,2354
Jodi Lyn O'Keefe,897,2708
Jodie Whittaker,304,2588
Jodie Whittaker,304,2890
Joe Armstrong,98,4443
Joe Bishop,0,4817
Joe Cassidy,10,4661
Joe Cocker,262,4709
Joe Coffey,98,5032
Joe Cole,233,2268
Joe Cole,233,3785
Joe Cornish,115,2559
Joe Cross,65,4180
Joe Dinicol,192,4160
Joe Don Baker,387,253
Joe Don Baker,387,718
Joe Don Baker,387,949
Joe Don Baker,387,1238
Joe Don Baker,387,1412
Joe E. Brown,103,4156
Joe Egan,53,4023
Joe Estevez,625,3998
Joe Flaherty,176,2766
Joe Flaherty,176,3270
Joe Howard,26,4104
Joe Komara,10000,1115
Joe Lev,54,4930
Joe Lo Truglio,833,91
Joe Lo Truglio,833,1540
Joe Lo Truglio,833,1756
Joe Lo Truglio,833,2476
Joe Lo Truglio,833,2845
Joe Lo Truglio,833,4173
Joe Lo Truglio,833,4728
Joe Lo Truglio,833,4731
Joe Mantegna,1000,42
Joe Mantegna,1000,756
Joe Mantegna,1000,896
Joe Mantegna,1000,1021
Joe Mantegna,1000,2222
Joe Mantegna,1000,2794
Joe Mantegna,1000,3229
Joe Mantegna,1000,3789
Joe Mantegna,1000,4618
Joe Marino,0,4526
Joe McQueen,143,4751
Joe Morton,780,165
Joe Morton,780,273
Joe Morton,780,289
Joe Morton,780,755
Joe Morton,780,796
Joe Morton,780,863
Joe Morton,780,1590
Joe Morton,780,3391
Joe Morton,780,3914
Joe Morton,780,4305
Joe Ochman,11,1528
Joe Pingue,30,1998
Joe Simpson,3,4272
Joe Spinell,85,2124
Joe Turkel,413,2363
Joe Viterelli,236,784
Joel Courtney,1000,937
Joel Courtney,1000,2553
Joel David Moore,936,1
Joel David Moore,936,748
Joel David Moore,936,1596
Joel David Moore,936,1969
Joel David Moore,936,3765
Joel David Moore,936,4203
Joel David Moore,936,4427
Joel Fuhrman,2,4180
Joel McHale,734,1105
Joel McHale,734,1184
Joel McHale,734,1825
Joel McHale,734,2096
Joel Moody,52,4936
Joel Murray,488,4427
Joel Paul Reisig,431,4776
Joely Richardson,585,365
Joely Richardson,585,794
Joely Richardson,584,1815
Joely Richardson,584,3443
Joely Richardson,584,3894
Joey D. Vieira,729,2351
Joey Fatone,261,2405
Joey Lauren Adams,781,1587
Joey Lauren Adams,781,3581
Joey Lauren Adams,781,3682
Joey Lauren Adams,781,4436
Joey Lauren Adams,781,4853
Joey Lawrence,786,2672
Joey Slotnick,423,360
Joey Slotnick,423,377
Joey Slotnick,423,4425
Joffre Soares,3,4987
Johanna Braddy,581,3177
Johanna Braddy,581,3702
Johanna Mørck,4,4008
Johanna Wokalek,66,3547
Johannes Silberschneider,24,3179
John Abraham,1000,3076
John Abraham,1000,4089
John Amos,982,592
John Amos,982,2180
John Amos,982,3313
John Amos,982,3752
John Amos,982,4929
John Amplas,177,2470
John Amplas,177,4002
John Arcilla,8,4434
John Ashton,241,874
John Astin,641,4084
John August,86,5043
John Aylward,219,1314
John Aylward,219,2136
John Aylward,219,2373
John Bailey,37,4453
John Beasley,205,3725
John Beck,66,4251
John Bell,130,3649
John Belushi,1000,1557
John Belushi,1000,1808
John Belushi,1000,4047
John Billingsley,323,988
John Billingsley,323,3659
John Billingsley,323,4915
John Boyega,1000,2890
John Brodsky,233,4719
John Buffalo Mailer,17,608
John Cameron Mitchell,263,3625
John Carradine,300,3305
John Carradine,300,4253
John Carradine,300,4273
John Cassavetes,917,3073
John Cassavetes,917,4041
John Castle,67,884
John Colicos,85,2969
John Considine,44,5037
John Cothran,27,3557
John de Lancie,905,1119
John de Lancie,905,2250
John de Lancie,905,3396
John de Lancie,905,3419
John DeSantis,146,4444
John Diehl,184,178
John D'Leo,245,3596
John Doe,181,1984
John Doe,181,4867
John Doman,616,1286
John Doman,616,1604
John Doman,616,2930
John Doman,616,3306
John Doman,616,4544
John Enos III,465,3037
John Enos III,465,4649
John F. Kennedy,168,4290
John Fiedler,253,299
John Fiedler,253,2189
John Fiedler,253,2255
John Fiedler,253,4823
John Forsythe,255,3993
John Forsythe,255,4493
John Gallagher Jr.,338,2817
John Gallagher Jr.,338,3699
John Garfield,167,4270
John Gatins,61,1316
John Gavin,285,2243
John Gielgud,249,553
John Gielgud,249,1505
John Gielgud,249,1932
John Gielgud,249,2089
John Gielgud,249,3201
John Gielgud,249,3408
John Gielgud,249,3670
John Gilbert,81,4886
John Glover,409,218
John Heard,697,566
John Heard,697,1501
John Heard,697,1712
John Heard,697,2394
John Heard,697,2653
John Heard,697,2816
John Heard,697,2903
John Heard,697,3065
John Heard,697,3548
John Heard,697,3612
John Heard,697,3687
John Heard,697,3730
John Heard,697,3796
John Heard,697,4006
John Heard,697,4478
John Heard,697,4943
John Henshaw,35,3321
John Hensley,268,4298
John Hillerman,258,3674
John Hodgman,57,745
John Howard,172,3075
John Ireland,86,2515
John Ireland,86,4968
John Jarratt,457,4518
John Kapelos,510,783
John Kapelos,510,1269
John Karyus,907,4785
John Larroquette,450,1252
John Larroquette,450,1395
John Light,46,3254
John Lone,165,356
John Lucas,84,5032
John Lynch,161,3606
John Lyons,5,995
John Macmillan,21,1659
John Mahoney,385,1323
John Mahoney,385,3999
John McGiver,77,3984
John McGlothlin,492,4767
John McMartin,101,2441
John Meillon,57,2767
John Michael Higgins,957,158
John Michael Higgins,957,386
John Michael Higgins,957,676
John Michael Higgins,957,914
John Michael Higgins,957,975
John Michael Higgins,957,1341
John Michael Higgins,957,2358
John Michael Higgins,957,2631
John Michael Higgins,957,2981
John Michael Higgins,957,3598
John Neville,387,1831
John Neville,387,3204
John Newton,236,4918
John Patrick Amedori,733,2236
John Ralston,63,3545
John Randolph,67,4381
John Ratzenberger,1000,44
John Ratzenberger,1000,57
John Ratzenberger,1000,59
John Ratzenberger,1000,68
John Ratzenberger,1000,120
John Ratzenberger,1000,239
John Ratzenberger,1000,354
John Ratzenberger,1000,584
John Ratzenberger,1000,1096
John Ratzenberger,1000,1589
John Reardon,156,4909
John Reeves,0,4916
John Robinson,375,4139
John Robinson,375,4834
John Savage,652,1631
John Savage,652,2630
John Savage,652,3510
John Savage,652,3681
John Savage,652,3853
John Savage,652,4132
John Saxon,506,3704
John Sessions,83,1753
John Simm,472,4031
John Sparkes,7,1948
John Stamos,2000,3806
John Topor,41,496
John Vernon,187,3270
John Vernon,187,3920
John Witherspoon,723,702
John Witherspoon,723,1159
John Witherspoon,723,2786
John Witherspoon,723,3051
John Witherspoon,723,3115
John Witherspoon,723,3261
John Witherspoon,723,3988
John Wood,92,2248
Johnathan Hurley,10,4969
Johnnie Walker,2,4959
Johnny Amaro,29,4505
Johnny Cannizzaro,880,1246
Johnny Depp,40000,2
Johnny Depp,40000,14
Johnny Depp,40000,15
Johnny Depp,40000,19
Johnny Depp,40000,34
Johnny Depp,40000,107
Johnny Depp,40000,119
Johnny Depp,40000,135
Johnny Depp,40000,182
Johnny Depp,40000,206
Johnny Depp,40000,290
Johnny Depp,40000,306
Johnny Depp,40000,344
Johnny Depp,40000,808
Johnny Depp,40000,906
Johnny Depp,40000,946
Johnny Depp,40000,1097
Johnny Depp,40000,1241
Johnny Depp,40000,1355
Johnny Depp,40000,1421
Johnny Depp,40000,1437
Johnny Depp,40000,1450
Johnny Depp,40000,1520
Johnny Depp,40000,1630
Johnny Depp,40000,1643
Johnny Depp,40000,1754
Johnny Depp,40000,1899
Johnny Depp,40000,1947
Johnny Depp,40000,2118
Johnny Depp,40000,2178
Johnny Depp,40000,2390
Johnny Depp,40000,2450
Johnny Depp,40000,3059
Johnny Depp,40000,3171
Johnny Depp,40000,3583
Johnny Depp,40000,3710
Johnny Depp,40000,3818
Johnny Depp,40000,4105
Johnny Depp,40000,4129
Johnny Depp,40000,4174
Johnny Depp,40000,4353
Johnny Flynn,102,3085
Johnny Harris,146,4657
Johnny Lever,61,3666
Johnny Lewis,741,1251
Johnny Lewis,741,2221
Johnny Lewis,741,3280
Johnny Messner,522,1929
Johnny Messner,522,4446
Johnny Nguyen,380,3660
Johnny Pacar,1000,4122
Johnny Pacar,1000,4525
Johnny Walter,507,5000
Johnny Whitworth,448,3134
Johnny Whitworth,448,3419
Joie Lee,53,4924
Jon Brion,45,4971
Jon Favreau,4000,33
Jon Favreau,4000,70
Jon Favreau,4000,81
Jon Favreau,4000,309
Jon Favreau,4000,413
Jon Favreau,4000,446
Jon Favreau,4000,452
Jon Favreau,4000,454
Jon Favreau,4000,728
Jon Favreau,4000,914
Jon Favreau,4000,978
Jon Favreau,4000,1216
Jon Favreau,4000,1411
Jon Favreau,4000,1480
Jon Favreau,4000,3165
Jon Favreau,4000,3302
Jon Favreau,4000,3768
Jon Favreau,4000,4897
Jon Foo,778,1405
Jon Foo,778,3660
Jon Foster,274,493
Jon Gries,482,1054
Jon Gries,482,1585
Jon Gries,482,3087
Jon Gries,482,3255
Jon Gries,482,4345
Jon Gries,482,4368
Jon Gries,482,4740
Jon Gries,482,4792
Jon Gries,482,4997
Jon Gunn,16,5043
Jon Hamm,4000,88
Jon Hamm,4000,469
Jon Hamm,4000,564
Jon Hamm,4000,565
Jon Hamm,4000,599
Jon Hamm,4000,1370
Jon Hamm,4000,1920
Jon Hamm,4000,3689
Jon Hamm,4000,4490
Jon Heder,970,329
Jon Heder,970,551
Jon Heder,970,708
Jon Heder,970,818
Jon Heder,970,1435
Jon Heder,970,2252
Jon Heder,970,3012
Jon Heder,970,3811
Jon Heder,970,4792
Jon Hunter,0,4440
Jon Lovitz,11000,330
Jon Lovitz,11000,403
Jon Lovitz,11000,450
Jon Lovitz,11000,487
Jon Lovitz,11000,706
Jon Lovitz,11000,822
Jon Lovitz,11000,1122
Jon Lovitz,11000,1435
Jon Lovitz,11000,2394
Jon Lovitz,11000,2431
Jon Lovitz,11000,2572
Jon Lovitz,11000,2848
Jon Lovitz,11000,4103
Jon Lovitz,11000,4225
Jon Mack,924,4337
Jon Osbeck,6,3987
Jon Polito,309,2580
Jon Polito,309,3164
Jon Polito,309,4846
Jon Seda,565,895
Jon Seda,565,2203
Jon Seda,565,2280
Jon Stewart,593,929
Jon Stewart,593,2302
Jon Tenney,289,982
Jon Tenney,289,3783
Jon Tenney,289,4289
Jonah Bobo,539,683
Jonah Bobo,539,4028
Jonathan Blow,0,4966
Jonathan Brandis,761,3503
Jonathan Breck,270,1923
Jonathan Breck,270,3106
Jonathan Brewer,19,1237
Jonathan Caouette,20,4800
Jonathan Crombie,517,3872
Jonathan D. Mellor,37,3667
Jonathan Frakes,906,601
Jonathan Frakes,906,779
Jonathan Frakes,906,1068
Jonathan Frakes,906,1344
Jonathan Hyde,287,1252
Jonathan Jackson,613,1303
Jonathan Jackson,613,2673
Jonathan Mangum,147,4457
Jonathan Morgan Heit,91,1236
Jonathan Sadowski,300,270
Jonathan Sadowski,300,4539
Jonathan Silverman,334,3768
Jonathan Tucker,664,1961
Jonathan Tucker,664,3323
Jonathan Winters,924,519
Jonathan Winters,924,1074
Jonathan Winters,924,1269
Jonathan Winters,924,3268
Jonathan Winters,924,4504
Jonathon Trent,61,4602
Jonny Weston,328,2977
Jonny Weston,328,4276
Jordan Bridges,194,4917
Jordan Carlos,31,2281
Jordan Lund,25,1420
Jordan Prentice,322,1694
Jordan Scovel,20,5004
Jordan Trovillion,163,3945
Jordana Brewster,4000,101
Jordana Brewster,4000,396
Jordana Brewster,4000,1333
Jordana Brewster,4000,2549
Jordana Brewster,4000,2635
Jordana Brewster,4000,3262
Jordana Brewster,4000,4012
Jordana Spiro,262,4602
Jordi Mollà,877,191
Jordi Mollà,877,235
Jordi Mollà,877,349
Jordi Mollà,877,882
Jordi Mollà,877,1284
Jordi Mollà,877,1402
Jordi Mollà,877,1575
Jordi Mollà,877,1630
Jordi Mollà,877,2972
Jordi Vilasuso,160,4315
Jorge Diaz,183,4479
Jorge Garcia,1000,926
Jorge Luis Moreno,78,3233
Jorge Salinas,79,4268
Jørgen Langhelle,117,4241
Jorja Fox,379,3717
Jorma Taccone,434,1968
José Ferrer,202,1113
José Ferrer,202,2267
José Ferrer,202,2645
José Manuel Orozco Angulo,3,4489
Jose Pablo Cantillo,502,477
Jose Pablo Cantillo,502,1042
Jose Pablo Cantillo,502,1320
Jose Pablo Cantillo,501,2167
Jose Pablo Cantillo,501,2964
Jose Pablo Cantillo,501,3512
José Wilker,47,1250
Joseba Ugalde,0,4621
Joseph Campanella,32,5005
Joseph Cotten,469,1934
Joseph Cotten,469,2811
Joseph Cotten,469,3597
Joseph Cotten,469,4481
Joseph Cross,398,1458
Joseph Cross,398,2983
Joseph Gilgun,788,502
Joseph Gilgun,788,1072
Joseph Gilgun,788,2273
Joseph Gilgun,788,3398
Joseph Gilgun,788,3461
Joseph Gilgun,788,4217
Joseph Gordon-Levitt,23000,4
Joseph Gordon-Levitt,23000,78
Joseph Gordon-Levitt,23000,98
Joseph Gordon-Levitt,23000,316
Joseph Gordon-Levitt,23000,654
Joseph Gordon-Levitt,23000,692
Joseph Gordon-Levitt,23000,1129
Joseph Gordon-Levitt,23000,1143
Joseph Gordon-Levitt,23000,1347
Joseph Gordon-Levitt,23000,1476
Joseph Gordon-Levitt,23000,1497
Joseph Gordon-Levitt,23000,1616
Joseph Gordon-Levitt,23000,1982
Joseph Gordon-Levitt,23000,2846
Joseph Gordon-Levitt,23000,3369
Joseph Gordon-Levitt,23000,3469
Joseph Gordon-Levitt,23000,3527
Joseph Gordon-Levitt,23000,3673
Joseph Gordon-Levitt,23000,4651
Joseph Julian Soria,465,2191
Joseph Julian Soria,465,3095
Joseph Kaiser,3,1832
Joseph Mascolo,85,2162
Joseph Mawle,537,3823
Joseph Pilato,83,2470
Joseph Pilato,83,4002
Joseph Sikora,223,453
Joseph Sikora,223,1532
Josh Charles,1000,593
Josh Charles,1000,1622
Josh Charles,1000,2037
Josh Charles,1000,2540
Josh Charles,1000,3531
Josh Charles,1000,3866
Josh Gad,1000,126
Josh Gad,1000,336
Josh Gad,1000,373
Josh Gad,1000,568
Josh Gad,1000,824
Josh Gad,1000,1413
Josh Gad,1000,2715
Josh Gad,1000,3622
Josh Hamilton,147,717
Josh Hamilton,147,4892
Josh Henderson,920,2929
Josh Henderson,920,3427
Josh Hopkins,491,1674
Josh Hopkins,491,4038
Josh Hutcherson,14000,104
Josh Hutcherson,14000,187
Josh Hutcherson,14000,208
Josh Hutcherson,14000,305
Josh Hutcherson,14000,440
Josh Hutcherson,14000,511
Josh Hutcherson,14000,683
Josh Hutcherson,14000,1078
Josh Hutcherson,14000,1101
Josh Hutcherson,14000,1305
Josh Hutcherson,14000,1898
Josh Hutcherson,14000,2527
Josh Hutcherson,14000,3283
Josh Hutcherson,14000,3902
Josh Hutcherson,14000,4266
Josh Meyers,293,4337
Josh Pais,117,3372
Josh Pais,117,4597
Josh Robert Thompson,375,473
Josh Segarra,213,1414
Josh Stamberg,102,482
Josh Swanson,53,4591
Josh Wingate,865,792
Josh Zuckerman,522,696
Joshua Leonard,170,4708
Joshua Mikel,1000,370
Joshua Mikel,1000,1464
Joshua Mikel,1000,3318
Joshua Ormond,291,4196
Joshua Ray Bell,288,4884
Josie Ho,77,1034
Josie Ho,76,3863
Josie Loren,528,2876
Joss Ackland,232,2669
Jossara Jinaro,847,4220
Joy Bryant,280,1243
Joyce Randolph,94,1819
Joyce Van Patten,57,1447
Joyful Drake,233,4082
JR Bourne,457,2398
Jsu Garcia,172,422
Juan Carlos Montoya,0,4506
Juan Fernández,491,3853
Juan Luis Galiardo,26,3852
Juan Riedinger,71,469
Juan Riedinger,71,4490
Jud Tylor,15000,541
Judd Hirsch,535,93
Judd Hirsch,535,408
Judd Hirsch,535,509
Judd Hirsch,535,3587
Jude Ciccolella,99,2901
Judge Reinhold,901,658
Judge Reinhold,901,2084
Judge Reinhold,901,2146
Judge Reinhold,901,2157
Judge Reinhold,901,2601
Judge Reinhold,901,3093
Judge Reinhold,901,3845
Judie Aronson,158,4170
Judith Anderson,197,3795
Judith Anderson,197,4062
Judith Barsi,912,2067
Judith Barsi,912,2914
Judith Chapman,44,1151
Judith Godrèche,80,1423
Judith Hill,6,742
Judith O'Dea,125,3888
Judith O'Dea,125,4952
Judy Davis,223,1556
Judy Davis,223,1800
Judy Davis,223,1860
Judy Davis,223,2132
Judy Davis,223,2288
Judy Greer,2000,30
Judy Greer,2000,84
Judy Greer,2000,89
Judy Greer,2000,186
Judy Greer,2000,580
Judy Greer,2000,651
Judy Greer,2000,897
Judy Greer,2000,997
Judy Greer,2000,1032
Judy Greer,2000,1046
Judy Greer,2000,1522
Judy Greer,2000,1608
Judy Greer,2000,1627
Judy Greer,2000,1663
Judy Greer,2000,1689
Judy Greer,2000,1761
Judy Greer,2000,2427
Judy Greer,2000,2518
Judy Greer,2000,3189
Judy Greer,2000,4099
Judy Greer,2000,4144
Judy Greer,2000,4351
Judy Greer,2000,4400
Judy Greer,2000,4471
Judy Greer,2000,4600
Judy Marte,68,4664
Judy Marte,68,4871
Juhi Chawla,171,2090
Julene Renee,78,1256
Julia Duffy,210,780
Julia Garner,300,4560
Julia Jentsch,61,3820
Julia Jones,364,1069
Julia Nickson,738,1142
Julia Ormond,919,102
Julia Ormond,919,553
Julia Ormond,918,1503
Julia Ormond,918,1612
Julia Ormond,918,3143
Julia Ormond,918,3156
Julia Ormond,918,3570
Julia Roberts,8000,255
Julia Roberts,8000,424
Julia Roberts,8000,445
Julia Roberts,8000,470
Julia Roberts,8000,585
Julia Roberts,8000,590
Julia Roberts,8000,670
Julia Roberts,8000,732
Julia Roberts,8000,775
Julia Roberts,8000,938
Julia Roberts,8000,944
Julia Roberts,8000,1064
Julia Roberts,8000,1065
Julia Roberts,8000,1066
Julia Roberts,8000,1080
Julia Roberts,8000,1112
Julia Roberts,8000,1156
Julia Roberts,8000,1220
Julia Roberts,8000,1453
Julia Roberts,8000,1826
Julia Roberts,8000,1842
Julia Roberts,8000,1942
Julia Roberts,8000,1980
Julia Roberts,8000,2268
Julia Roberts,8000,2765
Julia Roberts,8000,3604
Julia Roberts,8000,4280
Julia Sawalha,206,1157
Julia Taylor Ross,44,4259
Julian Fellowes,266,2097
Julian Glover,844,148
Julian Glover,844,1040
Julian Glover,844,1455
Julian Glover,844,1766
Julian Glover,844,4218
Julian Kostov,864,763
Julian Morris,1000,2904
Julian Morris,1000,4139
Julian Morris,1000,4542
Julian Morris,1000,4685
Julian Richings,648,1556
Julian Richings,648,1841
Julian Richings,648,2345
Julian Richings,648,2777
Julian Richings,648,3148
Julian Richings,648,3887
Julian Richings,648,3997
Julian Richings,648,4197
Julian Richings,648,4861
Julian Sands,687,1181
Julian Sands,687,1581
Julian Sands,687,3499
Julian Sands,687,3542
Julian Sands,687,3895
Julian Sands,687,3937
Julian Sands,687,4058
Julian Sands,687,4095
Juliane Köhler,36,3566
Julianna Guill,465,2531
Julianna Pitt,785,5032
Julianne Gabert,252,5003
Julie Adams,132,2000
Julie Benz,3000,1024
Julie Benz,3000,1495
Julie Benz,3000,3072
Julie Benz,3000,3387
Julie Benz,3000,3591
Julie Benz,3000,4099
Julie Christie,597,2455
Julie Christie,597,3027
Julie Christie,597,4283
Julie Dawn Cole,124,4094
Julie Engelbrecht,41,3314
Julie Gonzalo,528,1834
Julie Gonzalo,528,2360
Julie Kavner,233,430
Julie Kavner,233,2568
Julie Kavner,233,2806
Julie LeBreton,23,3426
Julie R. Ølgaard,27,3691
Julie Walters,838,57
Julie Walters,838,871
Julie Walters,838,915
Julie Walters,838,2537
Julie Walters,838,3048
Julie Walters,838,3535
Julie Walters,838,3720
Julie Walters,838,3828
Julie-Marie Parmentier,8,490
Juliet Stevenson,202,2446
Juliet Stevenson,202,4553
Jun Kunimura,5,3310
June Carter Cash,77,3725
June Diane Raphael,249,1513
June Foray,484,363
June Lockhart,427,476
June Lockhart,427,4880
June Squibb,344,1614
Jung-jae Lee,29,2893
Jung-min Hwang,45,3310
Junix Inocian,132,1827
Jürgen Prochnow,362,209
Jürgen Prochnow,362,1113
Jürgen Prochnow,362,1416
Jürgen Prochnow,362,1701
Jürgen Prochnow,362,2971
Jurnee Smollett-Bell,2000,1666
Jurnee Smollett-Bell,2000,2352
Jurnee Smollett-Bell,2000,2653
Jurnee Smollett-Bell,2000,3139
Jurnee Smollett-Bell,2000,3733
Justin Baldoni,657,4631
Justin Chambers,931,1278
Justin Chambers,931,2196
Justin Chon,552,2876
Justin Chon,552,4759
Justin Edward Seale,147,3545
Justin Fletcher,45,1948
Justin Gordon,35,4984
Justin Hall,102,3374
Justin Kirk,945,2590
Justin Kirk,945,4640
Justin Kirk,945,4706
Justin Pierce,82,4406
Justin Rice,3,5006
Justin Rice,3,5011
Justin Theroux,1000,227
Justin Theroux,1000,1030
Justin Theroux,1000,1307
Justin Theroux,1000,1540
Justin Theroux,1000,3384
Justin Theroux,1000,4568
Justin Timberlake,3000,108
Justin Timberlake,3000,473
Justin Timberlake,3000,705
Justin Timberlake,3000,1427
Justin Timberlake,3000,1442
Justin Timberlake,3000,1712
Justin Timberlake,3000,2358
Justin Timberlake,3000,2705
Justin Timberlake,3000,3064
Justin Timberlake,3000,3236
Justine Waddell,201,4214
Kabir Bedi,303,1796
Kabir Bedi,303,3274
Kacey Clarke,376,3432
Kad Merad,55,1725
Kad Merad,55,2587
KaDee Strickland,299,1265
KaDee Strickland,298,3848
Kaitlin Olson,547,1843
Kaitlin Olson,547,2379
Kaitlyn Dever,363,646
Kaitlyn Dever,363,1454
Kaiwi Lyman-Mersereau,94,4315
Kali Rocha,106,2656
Kalim Chandler,134,2733
Kamatari Fujiwara,4,4748
Kamel Krifa,51,2558
Kamil McFadden,315,157
Kane Hodder,935,2798
Kane Hodder,935,3737
Kane Hodder,935,4071
Kane Hodder,935,4157
Kane Hodder,935,4427
Kane Hodder,935,4802
Kang-ho Song,398,1326
Kang-ho Song,398,2989
Kang-ho Song,398,3256
Kara Hayward,524,4693
Karan Brar,517,147
Karan Brar,517,2103
Karen Alexander,0,4716
Karen Allen,784,222
Karen Allen,783,2153
Karen Allen,783,4047
Karen Allen,783,4382
Karen Allen,783,4465
Karen Mok,83,3219
Karen Pittman,12,3410
Karen Young,67,2447
Kari J. Kramer,731,2367
Kari Matchett,280,1353
Kari Matchett,280,3009
Kari Matchett,280,3445
Kari Wuhrer,514,1093
Kari Wuhrer,514,2794
Kari Wuhrer,514,3635
Karin Dor,51,4336
Karin Konoval,81,2314
Karin Viard,68,3089
Karin Viard,68,3328
Karisma Kapoor,353,4300
Karisma Kapoor,353,4573
Karl Collins,20,4303
Karl E. Landler,533,4350
Karl Johnson,43,2812
Karl Malden,416,2576
Karl Malden,416,2938
Karl Malden,416,4359
Karl Malden,416,4461
Karl Malden,416,4639
Karl Yune,210,418
Karolina Wydra,258,4704
Karra Elejalde,123,4176
Kasia Smutniak,211,922
Kassie Wesley DePaiva,199,4004
Kate Ashfield,115,4935
Kate Burton,223,1977
Kate Burton,223,2430
Kate Burton,223,2443
Kate Burton,223,4313
Kate Capshaw,237,1641
Kate Capshaw,237,1750
Kate del Castillo,345,2857
Kate del Castillo,345,3005
Kate del Castillo,345,3834
Kate del Castillo,345,4380
Kate Dickie,191,3997
Kate Dollenmayer,6,5006
Kate Dollenmayer,6,5011
Kate Flannery,219,4879
Kate Graham,49,4785
Kate Harbour,3,1948
Kate Higgins,35,3540
Kate Luyben,95,862
Kate Maberly,416,4334
Kate Magowan,137,4301
Kate McKinnon,370,151
Kate McKinnon,370,1583
Kate Upton,971,1223
Kate Upton,971,1642
Kate Walsh,850,1848
Kate Walsh,850,2885
Kate Winslet,14000,27
Kate Winslet,14000,145
Kate Winslet,14000,257
Kate Winslet,14000,409
Kate Winslet,14000,414
Kate Winslet,14000,901
Kate Winslet,14000,1012
Kate Winslet,14000,1115
Kate Winslet,14000,1539
Kate Winslet,14000,1899
Kate Winslet,14000,2000
Kate Winslet,14000,2224
Kate Winslet,14000,2287
Kate Winslet,14000,2436
Kate Winslet,14000,2451
Kate Winslet,14000,2536
Kate Winslet,14000,2804
Kate Winslet,14000,2826
Kate Winslet,14000,3068
Kate Winslet,14000,3170
Kate Winslet,14000,3676
Kate Winslet,14000,3776
Kath Soucie,304,2189
Kath Soucie,304,2255
Katharina Schüttler,30,2467
Katharine Isabelle,918,1880
Katharine Isabelle,918,2677
Katharine Isabelle,918,4809
Katharine Isabelle,918,5015
Katharine McPhee,852,1918
Katharine McPhee,852,1969
Katharine Ross,640,3585
Katharine Ross,640,4204
Katherine Boecher,188,2936
Katherine Boecher,188,4770
Katherine Helmond,339,3827
Katherine Kelly Lang,170,3304
Katherine LaNasa,329,332
Katherine LaNasa,329,2816
Katherine McNamara,19000,3869
Katherine Parkinson,261,1792
Katherine Waterston,178,2301
Katherine Waterston,178,4771
Kathleen Freeman,145,928
Kathleen Kinmont,120,3745
Kathleen Munroe,231,3887
Kathleen Quinlan,552,656
Kathleen Quinlan,552,752
Kathleen Quinlan,552,794
Kathleen Quinlan,552,1259
Kathleen Quinlan,551,1384
Kathleen Quinlan,551,4584
Kathleen Robertson,774,3942
Kathleen Rose Perkins,180,4559
Kathleen Turner,899,712
Kathleen Turner,899,1208
Kathleen Turner,899,1787
Kathleen Turner,899,2414
Kathleen Turner,899,2853
Kathleen Turner,899,2869
Kathleen Turner,899,3257
Kathleen Turner,899,3619
Kathleen Wilhoite,265,2032
Kathleen Wilhoite,265,4281
Kathryn Erbe,301,2952
Kathryn Erbe,301,4577
Kathryn Erbe,301,4835
Kathryn Joosten,495,457
Kathryn Morris,573,2878
Kathryn Morris,573,4668
Kathy Baker,313,1727
Kathy Griffin,225,88
Kathy Uyen,46,4326
Kati Outinen,67,3683
Katia Winter,372,594
Katia Winter,371,4634
Katie Aselton,224,3513
Katie Aselton,224,4625
Katie Aselton,224,5022
Katie Leclerc,483,3807
Katie Lowes,273,1669
Katie Lowes,273,4906
Katrina Bowden,948,2378
Katrina Bowden,948,3257
Katrina Bowden,948,3793
Katrina Bowden,948,4997
Katrina Kaif,3000,3277
Katrina Kaif,3000,3349
Katrina Law,835,4446
Katt Williams,615,432
Katt Williams,615,3115
Katy Helvenston-Wettengal,0,4676
Katy Jurado,119,3900
Katy Mixon,982,454
Katy Mixon,982,1033
Katy Mixon,982,2662
Katy Mixon,982,3826
Katy Mixon,982,4644
Kay Panabaker,720,2228
Kay Panabaker,720,2429
Kayden Kross,232,4940
Kayla Ewell,399,4233
Kayla Jackson,25,3668
Kayla Raparelli,10,3668
Kaylee DeFer,324,1992
Kayvan Novak,414,970
Kayvan Novak,414,3383
Kayvan Novak,414,3976
Kazunari Ninomiya,85,2864
Keanu Reeves,18000,86
Keanu Reeves,18000,452
Keanu Reeves,18000,469
Keanu Reeves,18000,655
Keanu Reeves,18000,828
Keanu Reeves,18000,879
Keanu Reeves,18000,978
Keanu Reeves,18000,1204
Keanu Reeves,18000,1242
Keanu Reeves,18000,1280
Keanu Reeves,18000,1532
Keanu Reeves,18000,1590
Keanu Reeves,18000,2017
Keanu Reeves,18000,2137
Keanu Reeves,18000,2199
Keanu Reeves,18000,2226
Keanu Reeves,18000,2312
Keanu Reeves,18000,2778
Keanu Reeves,18000,3107
